ten_san_pham,thuong_hieu,cpu,ram_gb,o_cung_gb,vga,gia_ban
ASUS VIVOBOOK X513UA AMD Ryzen 7 8GB/512GB,Asus,Ryzen 7,8,512,Onboard,7500000
MSI i5-12450H 8GB/512GB Đen,Msi,Core i5,8,512,Onboard,11600000
HP Pavilion 14 i3-8130U 8GB/256GB,Hp,Core i3,8,256,Onboard,2990000
Lenovo V14 G4 i5 1235U 16GB/256GB,Lenovo,Core i5,16,256,Onboard,7990000
Lenovo Ideapad 1 5ALC7 Ryzen 7 16GB/512GB,Lenovo,Ryzen 7,16,512,Onboard,7990000
Asus Vivobook S14 FLIP TP3402VA i5-13500H-16G-512G,Asus,Core i5,16,512,Onboard,14000000
Dell Latitude 5310 i5 Gen 10 16GB/256GB,Dell,Core i5,16,256,Onboard,8800000
Asus Vivobook X1404ZA i3-1215U-8GB-512GB-Win11-BOX,Asus,Core i3,8,512,Onboard,7600000
Asus Vivobook OLED 2.8K A1405ZA i7-12700H-16G-512G,Asus,Core i7,16,512,Onboard,14990000
Dell Latitude 7400 i5-8365U 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,5900000
Dell Vostro 14 3420 i5-1235U-16G-512G-Win11-FulBox,Dell,Core i5,16,512,Onboard,10490000
Acer Aspire Lite 14 i5-1235U 16GB/512GB,Acer,Core i5,16,512,Onboard,9290000
Lenovo ThinkPad X1 Carbon i7-5600U 8GB/256GB,Lenovo,Core i7,8,256,Onboard,3690000
MSI Modern 14-C11M-011VN i3-1115G4-8G-512G-FullBox,Msi,Core i3,8,512,Onboard,6900000
HP Envy 13 i7-1165G7 8GB/512GB đẹp 98% zin all,Hp,Core i7,8,512,Onboard,4990000
Dell Inspiron 15 i3-1115G4 4GB/256GB zin đẹp 98%,Dell,Core i3,4,256,Onboard,3690000
Asus Rog Strix G513RM Ryzen 9 15.6 inch 16GB/512GB,Asus,Ryzen 9,16,512,Onboard,20000000
HP NoteBook 240-G10 i5-1334U-16GB-512GB-Full Box,Hp,Core i5,16,512,Onboard,13290000
Hp Pavilion 15 EG0506TU i5-1135G7-8GB-512GB-Win11,Hp,Core i5,8,512,Onboard,9990000
Dell Inspiron 3593 i7 15.6 inch 8GB/512GB,Dell,Core i7,8,512,Onboard,5200000
ASUS ROG Strix Ryzen 7 15.6 inch 16GB/512GB/3050Ti,Asus,Ryzen 7,16,512,Onboard,12000000
MSI GF63 i5-12500H/3050 4G/8GB/512GB,Msi,Core i5,4,512,Onboard,10500000
Acer Nitro AN515-55 i5-10300H/8GB/512GB/1650 4G,Acer,Core i5,8,512,Onboard,8500000
Acer i3-8130U 15.6 inch 8GB/128GB,Acer,Core i3,8,128,Onboard,2500000
ThinkPad X1 Extreme Gen4: i7/16GB/512GB/RTX 3060,Khác,Core i7,16,512,NVIDIA Card Rời,19900000
Macbook Air 2020 i3 8GB/256GB,Apple,Core i3,8,256,Apple GPU,4700000
Dell Vostro 15 3530 i7-1355U 16GB/512GB,Dell,Core i7,16,512,Onboard,10500000
Apple MacBook Pro i5 8GB/256GB Bạc,Apple,Core i5,8,256,Apple GPU,5000000
Dell Latitude 3500 i3-8145U 15.6 inch 8GB/256GB,Dell,Core i3,8,256,Onboard,4350000
Dell Inspiron 5493 i5-1035G1 14 inch 8GB/512GB,Dell,Core i5,8,512,Onboard,5000000
Dell Inspiron 5459 i7 14 inch 8GB/128GB,Dell,Core i7,8,128,Onboard,3500000
Dell Precision 5470 i7 12800H 32GB/1TB,Dell,Core i7,32,1024,Onboard,17500000
Apple MacBook Air M2 16GB/256GB xanh,Apple,Apple M-Series,16,256,Apple GPU,16800000
Asus Vivobook i3-10100U 4GB/256GB,Asus,Core i3,4,256,Onboard,2700000
MacBook Pro M1 Ram 8GB Ssd 256GB,Apple,Apple M-Series,8,256,Apple GPU,10899000
MacBook Air M1 Ram 8GB Ssd 256GB,Apple,Apple M-Series,8,256,Apple GPU,6799000
Dell 5378 i7 13.3 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,3500000
ASUS ZenBook 14 UX425UG AMD Ryzen 5 8GB/256GB,Asus,Ryzen 5,8,256,Onboard,6500000
HP 14S Ryzen 3 14 inch 4GB/256GB,Hp,Ryzen 3,4,256,Onboard,3200000
Dell Latitude 7400 14inch i5/16GB/SSD 256GB/Touch,Dell,Core i5,16,256,Onboard,5200000
HP 15s fq5104TU i7-1255U 15.6 inch 16GB/512GB,Hp,Core i7,16,512,Onboard,10900000
"Macbook pro 2019 13"" i5/8gb/256gb touchbar 98%-Gop",Apple,Core i5,8,256,Apple GPU,8800000
Dell XPS 9510 i7-11800H 16GB/512GB RTX 3050ti 99%,Dell,Core i7,16,512,NVIDIA Card Rời,18500000
Apple MacBook Air M1 8GB/256GB,Apple,Apple M-Series,8,256,Apple GPU,10900000
Dell Inspiron 3501 i7-1165G7 8GB/256GB/vga2g/OK,Dell,Core i7,8,256,Onboard,7900000
MacBook Air 2019 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,6800000
Dell Inspiron 15 i5-1235U/16GB/512GB/Màn 120Hz,Dell,Core i5,16,512,Onboard,7900000
Dell 7390 xoay gập 360/ i5-8350U/ 16Gb/ 256gb,Dell,Core i5,16,256,Onboard,4100000
Macbook Pro 2017 15 inch i7 16G 1T AMD 4G Trả Góp,Apple,Core i7,16,1024,Apple GPU,10900000
Lenovo Thinkpad L590 i5-8265U/8GB/256GB/15.6 inch,Lenovo,Core i5,8,256,Onboard,5300000
Dell Inspiron 5502 i7-1165G7 15.6 inch 16GB/512GB,Dell,Core i7,16,512,Onboard,12990000
Dell XPS 13 9360 i7 13.3 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,7500000
Dell XPS 9520 i7-12700H/ 16GB/512GB RTX 3050,Dell,Core i7,16,512,NVIDIA Card Rời,17990000
Acer i5-13500HX /16GB/512GB/4060 8g/165hz/fullbox,Acer,Core i5,16,512,Onboard,22500000
MSI Cyborg 15 i7-13620H Ram 16GB 512GB Vga 3050,Msi,Core i7,16,512,Onboard,16000000
MSI Cyborg 15 I7-12650H 15.6 inch 8GB/512GB,Msi,Core i7,8,512,Onboard,16500000
Lenovo X1 Gen 6 I5 8350U. Ram 8G. SSD 256G.FHD IPS,Lenovo,Core i5,8,256,Onboard,5900000
Lenovo Legion 5 Ryzen 7 16GB/512GB,Lenovo,Ryzen 7,16,512,Onboard,21500000
Dell Latitude 5320 i5 13.3 inch 16GB/512GB,Dell,Core i5,16,512,Onboard,6500000
Lenovo LOQ 15 Ryzen 7 16GB/512GB,Lenovo,Ryzen 7,16,512,Onboard,26000000
MacBook Pro 2018 i7 Ram 16GB Ssd 512GB,Apple,Core i7,16,512,Apple GPU,8299000
MSI GF66 Katana i7-11800H 8GB/512GB/3050 Như mới,Msi,Core i7,8,512,Onboard,10500000
Microsoft Surface Laptop 4 i7 13.5 inch 16GB/256GB,Surface,Core i7,16,256,Onboard,10000000
Microsoft Surface Laptop 3 i7 16GB/256GB 99%,Surface,Core i7,16,256,Onboard,7999999
Dell XPS 13 9380 i5-8365U 13.3 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,7900000
Lenovo ThinkPad X1 Carbon GEN 6 i5/ 8G/ 256G 1.1kg,Lenovo,Core i5,8,256,Onboard,6500000
HP ZBook StudioG8 i7-11800H/32GB/512GB/RTX3070 8GB,Hp,Core i7,32,512,NVIDIA Card Rời,20000000
ASUS S510U i3-7100U 8GB/128GB,Asus,Core i3,8,128,Onboard,3850000
HP ZBook Power 15G7 i7-10850H/32GB/512GB/T1000 4GB,Hp,Core i7,32,512,Onboard,16000000
ASUS ExpertBook i3 Gen 11 8GB/256GB,Asus,Core i3,8,256,Onboard,4800000
"Dell Latitude 7290 i5-8350u 8GB/128GB/12.5"" HD",Dell,Core i5,8,128,Onboard,4300000
Lenovo LOQ 15IAX9 i7-14700HX 15.6 inch 16GB/512GB,Lenovo,Core i7,16,512,Onboard,23900000
Dell Latitude 5411 i7-10850H 14 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,8200000
"HP ProBook 430 G5 i5-8250u/8GB/128GB+500GB 13.3""HD",Hp,Core i5,8,128,Onboard,4300000
HP Elitebook 840 G9 i7-1265U 14 inch 16GB/512GB,Hp,Core i7,16,512,Onboard,16900000
Bán laptop ThinkPad x280 i5 8250U 8GB/128GB,Khác,Core i5,8,128,Onboard,4000000
"Dell Vostro 3590 core i5-10210u/8GB/256GB/15.6""FHD",Dell,Core i5,8,256,Onboard,5500000
"Dell Latitude 5320 i5-1145G7/8GB,16GB/256GB/FHD",Dell,Core i5,8,256,Onboard,6000000
Asus TUF Gaming F15 i5-10300H 15.6 inch 8GB/2TB,Asus,Core i5,8,2048,Onboard,10770000
Macbook Air M1 2020  8G/256G Gray .Pin 87%,Apple,Apple M-Series,8,256,Apple GPU,9990000
Lenovo ThinkPad X390 i5-10210u/8GB/256GB hàng đẹp,Lenovo,Core i5,8,256,Onboard,5500000
Macbook Pro 2015 i7 15 inch Ram 16GB / Ssd 1TB,Apple,Core i7,16,1024,Apple GPU,6900000
Dell Latitude 5420 i7-1185G7/8GB/256GB/14inch FHD,Dell,Core i7,8,256,Onboard,8000000
HP ZBook 15v G5 i7-9750H/16GB/256GB/Card rời 4GB,Hp,Core i7,16,256,Onboard,9600000
Dell Precision 5560 i7-11850H 15.6 inch 16GB/512GB,Dell,Core i7,16,512,Onboard,15888000
HP 1040 G3 i5-6200U 16GB/256GB,Hp,Core i5,16,256,Onboard,4400000
Dell Precision 3541 i7-9850 15.6 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,7000000
Macbook air M3 13' Midnight Ram 16GB / Ssd 256GB,Apple,Apple M-Series,16,256,Apple GPU,19900000
Redmibook Pro 15 2022 R5-6600H/16G/512G/3.2K 90Hz,Khác,Ryzen 5,16,512,Onboard,11300000
Laptop Dell Core i5-10th 8GB/128GB 13.3inch FHD,Dell,Core i5,8,128,Onboard,5300000
Acer Aspire A715-76Core i5-12450H/Ram 16G/SSD 512G,Acer,Core i5,16,512,Onboard,10490000
Apple MacBook Pro 16 inch M1 Pro 16GB/512GB,Apple,Apple M-Series,16,512,Apple GPU,20900000
Apple MacBook Air 15 M3 16GB/256GB - WLKV2,Apple,Apple M-Series,16,256,Apple GPU,21900000
ASUS TUF Gaming F15 i5-11400H 15.6 inch 8GB/512GB,Asus,Core i5,8,512,Onboard,12000000
Dell Inspiron 15 5000 16GB/512GB i5-1035G1,Dell,Core i5,16,512,Onboard,6000000
Laptop Asus Ryzen 5 5500u 8GB/512GB 15.6inch OLED,Asus,Ryzen 5,8,512,Onboard,7000000
Dell Precision 7560 i7-11850H 16GB/512GB T1200 4GB,Dell,Core i7,16,512,Onboard,16500000
"Gaming ROG GL703 I7 8750H 8G 128G+1Tb 1050Ti 17.3""",Khác,Core i7,8,128,Onboard,9500000
Laptop ASUS ExpertBook i3-12th 8GB/256GB,Asus,Core i3,8,256,Onboard,6000000
Lenovo V14 G4 82YT00YNVN R5-7520U/16GB/512GB 14'',Lenovo,Ryzen 5,16,512,Onboard,10500000
Apple MacBook Pro 15 i7 16GB/256GB,Apple,Core i7,16,256,Apple GPU,7900000
Laptop Lenovo Ryzen 5 5625U 8GB/512GB. BH 3/2027,Lenovo,Ryzen 5,8,512,Onboard,6700000
Acer Nitro V15 i7-13620H 15.6” 16GB/512GB RTX4060,Acer,Core i7,16,512,NVIDIA Card Rời,19500000
Dell Precision 3480 i7-1370P 16GB 512GB RTX500,Dell,Core i7,16,512,NVIDIA Card Rời,13900000
Apple Macbook Air i5 8GB/128GB 13.3 inch,Apple,Core i5,8,128,Apple GPU,2800000
Lenovo Thinkpad X280 i7 12.5 inch 16GB/256GB,Lenovo,Core i7,16,256,Onboard,4200000
Apple Macbook Pro 2015 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,3500000
Apple MacBook Air 2017 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,3700000
Dell Latitude 5430 i7-1265U 14 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,8900000
Dell Latitude 7400 i7-8665U 16GB/512GB,Dell,Core i7,16,512,Onboard,7000000
Dell Latitude 5310 i5-10310U 13.3 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,6500000
Apple Macbook Pro M1 16 inch 16GB/1TB,Apple,Apple M-Series,16,1024,Apple GPU,23000000
Macbook Pro 13inch 2019 Core i5 Ram 8Gb SSD 256Gb,Apple,Core i5,8,256,Apple GPU,9500000
Dell Latitude 7420 i5-1145G7 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,6800000
Microsoft Surface Laptop 6 Ultra 7 16GB/512GB,Surface,Core Ultra 7,16,512,Onboard,16850000
Laptop Asus FX505 Ryzen 7 8GB/256GB,Asus,Ryzen 7,8,256,Onboard,7300000
Asus Tuf 15 FX516PE i7-11370H 16GB/512GB 98%,Asus,Core i7,16,512,Onboard,12500000
laptop dell core i5th4 ram 8g ssd 128g 2 card rin,Dell,Core i5,8,128,Onboard,3000000
Apple MacBook Air M4 13 inch 16GB/256GB,Apple,Apple M-Series,16,256,Apple GPU,22490000
Apple Macbook Air M1 16GB/512GB Bạc 99%,Apple,Apple M-Series,16,512,Apple GPU,13990000
Apple Macbook Air M1 8GB/256GB Bạc,Apple,Apple M-Series,8,256,Apple GPU,12500000
Acer Aspire Go AG15 i3 N305 8GB/256GB,Acer,Core i3,8,256,Onboard,7990000
Asus X515 i3-11th Gen 4GB/256GB SSD,Asus,Core i3,4,256,Onboard,4000000
Asus X712JA i5 Gen 10 17 inch 12GB/256GB,Asus,Core i5,12,256,Onboard,7500000
Apple MacBook Pro 2019 i9 64GB/1TB,Apple,Core i9,64,1024,Apple GPU,16800000
Apple Macbook Air 2012 i5 4GB/128GB,Apple,Core i5,4,128,Apple GPU,2300000
Dell Latitude 3510 i5 Gen 10 15.6 inch 16GB/256GB,Dell,Core i5,16,256,Onboard,6000000
Lenovo Thinkpad L580 i5-8250U 15.6 inch 16GB/256GB,Lenovo,Core i5,16,256,Onboard,3800000
Dell Intel Core i5 8GB/128GB,Dell,Core i5,8,128,Onboard,2950000
DELL I7 8GB 128GB 15.6'' fhd,Dell,Core i7,8,128,Onboard,2900000
Dell 3400 i5-8265U 14'' 8GB/128GB FHD LED PHÍM,Dell,Core i5,8,128,Onboard,4200000
HP ZBook G6 i9 16GB/512GB,Hp,Core i9,16,512,Onboard,8340000
MSI Modern 14 R5 5500U Ram 8GB/512GB/ FHD,Msi,Ryzen 5,8,512,Onboard,5800000
Dell Inspiron i7 16GB/256GB,Dell,Core i7,16,256,Onboard,6200000
"HP 14 dq1xxx, I7-10650G7, Ram 8G,SSD 256G",Hp,Core i7,8,256,Onboard,5990000
Dell Precision 3561 I5 11400H 16G 256G FHD T600 4G,Dell,Core i5,16,256,Onboard,10500000
Dell Latitude 3420 i5-1135G7 14 inch 8GB/512GB,Dell,Core i5,8,512,Onboard,5500000
MacBook Pro M1 16GB/256GB Silver sạc ít,Apple,Apple M-Series,16,256,Apple GPU,15500000
"LAPTOP HP I7 1165G7/16GB/512GB/T500 4GB/15.6"" FHD",Hp,Core i7,16,512,Onboard,11900000
HP Laptop i3 Gen 10 4GB/256GB Hỏng,Hp,Core i3,4,256,Onboard,2500000
"HP 240 G9, I3-1215U, Ram 8G, SSD 512G",Hp,Core i3,8,512,Onboard,5300000
"Acer Aspire AL14-51P, I3-1305U,Ram 8G, SSD 512G",Acer,Core i3,8,512,Onboard,7900000
"Thinkpad L13 Yoga,RYZEN 5-7530U,Ram 16G, SSD 512G",Khác,Ryzen 5,16,512,Onboard,9990000
"Thinkpad T14, RYZEN 5 Pro 8540U, Ram 16G, SSD 512G",Khác,Ryzen 5,16,512,Onboard,14900000
Dell Latitude 5320 2in1 i5-1145G7 13.3-16GB/256GB,Dell,Core i5,16,256,Onboard,8000000
Dell Latitude 7290 I5-7300U/8GB/128GB/ Máy Zin Đẹp,Dell,Core i5,8,128,Onboard,4900000
Dell XPS 13-9365 i7-7y75 13.3 inch 16GB/128GB,Dell,Core i7,16,128,Onboard,3990000
Dell Latitude 5420 i5 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,6500000
Dell Latitude 5330 Core i5-1245U /Ram 8G/SSD 256G,Dell,Core i5,8,256,Onboard,8490000
HP EliteBook 630 G9 i5-1235U 13.3 inch 16GB/256GB,Hp,Core i5,16,256,Onboard,6800000
"Asus S533|i7-1165G7 |RAM 16GB|SSD 512GB|15.6"" FHD",Asus,Core i7,16,512,Onboard,8500000
Lenovo LOQ 15 Ryzen 7 16GB/512GB,Lenovo,Ryzen 7,16,512,Onboard,27000000
Vivobook Gaming i5-13420H VGA 3050 4GB  16GB/512GB,Khác,Core i5,4,512,Onboard,13890000
Dell Inspiron 3576 i5-8250U 15.6 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,4590000
HP 15 Core i5-1334U 15.6 inch 16GB/512GB Như mới,Hp,Core i5,16,512,Onboard,12800000
Dell Gaming G16 7630 i9-13900HX 16GB/1TB 16 inch,Dell,Core i9,16,1024,Onboard,30490000
Apple MacBook Air 2015 i5 4GB/128GB,Apple,Core i5,4,128,Apple GPU,2500000
Apple MacBook Pro 2015 i5 8GB/128GB Quả Táo Sáng,Apple,Core i5,8,128,Apple GPU,4300000
RAZER BLADE 18 I9 13950HX RTX 4070 8GB SSD 1TB,Khác,Core i9,8,1024,NVIDIA Card Rời,38999000
Lenovo LOQ 15IRX10 i7-13650HX/16GB/512GB/5050 8GB,Lenovo,Core i7,16,512,AMD Card Rời,29900000
Thinkpad L14 Gen 4 I5 1345U Ram 16G 512G FHD Touch,Khác,Core i5,16,512,Onboard,11500000
Dell Precision 5540 4K i7-9850H 15.6 inch 32GB/1TB,Dell,Core i7,32,1024,Onboard,14900000
Lenovo  Slim 3 14IRH10  i7-13620H/ 16GB/512GB/14'',Lenovo,Core i7,16,512,Onboard,17900000
Lenovo ThinkPad E14 Gen 4 i7-1255U 16GB/256GB,Lenovo,Core i7,16,256,Onboard,8500000
HP Pavilion X360 i5 14 inch 8GB/512GB,Hp,Core i5,8,512,Onboard,3900000
Dell Latitude 3410 i5-10210U/8GB/256GB pin 3H,Dell,Core i5,8,256,Onboard,5550000
Acer Nitro5 - I7 11800H| 16G| 512G| RTX3050TI 4G,Acer,Core i7,16,512,NVIDIA Card Rời,14999999
Dell G15 5511 i5-11400H 8GB/512GB,Dell,Core i5,8,512,Onboard,11500000
E pass lại MacBook Pro 2015 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,4400000
Acer Aspire 7 A715-42G AMD Ryzen 5 16GB/512GB,Acer,Ryzen 5,16,512,Onboard,10000000
MacBook Pro 2015 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,4400000
Dell Latitude 3400 - I5 8265u| 8G| SSD 256G,Dell,Core i5,8,256,Onboard,5999999
"LAPTOP LENOVO IDEAPAD I7 1265U/16G/512G/15.6""TOUCH",Lenovo,Core i7,16,512,Onboard,10900000
Msi Pulse 16 AI-061VN Ultra 9-185H/RTX4070/16G/1TB,Msi,Core Ultra 9,16,1024,NVIDIA Card Rời,39900000
LAPTOP ACER I5 1235U/8GB/512GB/LCD 15.6IN FHD,Acer,Core i5,8,512,Onboard,7900000
LAPTOP HP PROBOOK 640 G8 I7 1185G7/16GB/256GB/14IN,Hp,Core i7,16,256,Onboard,8500000
HP 450 G10 i5 Gen 13 1335U.Ram 16G.SSD 512G.15”FHD,Hp,Core i5,16,512,Onboard,13300000
ThinkPad T14 Gen 5: Ultra 7/16G/512G Chip AI,Khác,Core Ultra 7,16,512,Onboard,22490000
"LAPTOP HP R5 7535H/16G/512G/RX6550M 4G/15.6"" 144HZ",Hp,Ryzen 5,16,512,AMD Card Rời,13900000
Thinkpad X1 Yoga Gen 6 I5 1145G7 16G 256G 4K Touch,Khác,Core i5,16,256,Onboard,12500000
Dell G5 5500: i5-10300H/16G/512G/GTX 1650,Dell,Core i5,16,512,NVIDIA Card Rời,11490000
Dell Precision 5550 i7-10850H 16G 512G T1000 15.6,Dell,Core i7,16,512,Onboard,13990000
Dell G15 5525: R5-6600H/16G/512G/RTX 3050,Dell,Ryzen 5,16,512,NVIDIA Card Rời,15490000
"ThinkPad P1 Gen 4: i7-11850H/16G/512G/A2000/2K 16""",Khác,Core i7,16,512,Onboard,20490000
Laptop Gaming HP Core i7 8GB/128GB BH 12/2026,Hp,Core i7,8,128,Onboard,3700000
HP 15s-du (i7 8565U / 16G / 256G / Geforce),Hp,Core i7,16,256,Onboard,8300000
Dell Latitude 5440 i5-1345/8G/256G Zin keng,Dell,Core i5,8,256,Onboard,9900000
MSI GF63 I7-11800H/8GB/512GB/RTX 3050 4GB Máy Zin,Msi,Core i7,8,512,NVIDIA Card Rời,10500000
Apple MacBook Air M4 16GB/256GB Xanh 97% Fullbox,Apple,Apple M-Series,16,256,Apple GPU,19500000
Dell Latitude 5310 i7gen10 14 inch 8GB/256GB,Dell,Core i7,8,256,Onboard,7999000
Dell Latitude 7310 i5-10310U 13 inch 16GB/512GB,Dell,Core i5,16,512,Onboard,5500000
Apple MacBook Air i5 4GB/128GB,Apple,Core i5,4,128,Apple GPU,2500000
Asus A412FA i3 8145 4G 128G LCD 14 FHD 99%,Asus,Core i3,4,128,Onboard,3999000
Dell XPS 9500 i7 10750H 1650 Ti 32G 1Tb 15.6-FHD,Dell,Core i7,32,1024,Onboard,15990000
Lenovo Ideapad Slim 3 i3-1115G4 8GB/256GB Zin đẹp,Lenovo,Core i3,8,256,Onboard,5700000
HP Pavilion 15 i7-1065G7/8Gb/256Gb/Card Mx250 2Gb,Hp,Core i7,8,256,Onboard,6800000
HP 15-dy i5-1135G7 15.6 inch 8GB/256GB,Hp,Core i5,8,256,Onboard,5800000
Apple MacBook Air 2019 i5 8GB/128GB,Apple,Core i5,8,128,Apple GPU,6000000
MacBook Pro Retina 2015 i5 8GB/256GB,Apple,Core i5,8,256,Apple GPU,5200000
MacBook Pro 16” M2 Max 32GB/1TB 38Gpu máy đẹp keng,Apple,Apple M-Series,32,1024,Apple GPU,45500000
Apple Macbook Air M4 13.6 inch 16GB/256GB 99%,Apple,Apple M-Series,16,256,Apple GPU,21000000
Macbook Air 13” 2020 i5/8g/512g gray bh3 tháng,Apple,Core i5,8,512,Apple GPU,9000000
Acer Nitro 5 AN515-58 i5/12500H 16G 512G RTX 3050,Acer,Core i5,16,512,NVIDIA Card Rời,14900000
Dell Precision 7670 i7 12850HX 16GB 512GB 16 inch✅,Dell,Core i7,16,512,Onboard,17500000
Razer Blade 16 i9-13950HX 16 inch 64GB/2TB,Khác,Core i9,64,2048,Onboard,99900000
Dell Inspiron 7506 i5 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,7900000
Thinkpad E14 Gen 3 I7 1255U 16G 512G FHD keng 99%,Khác,Core i7,16,512,Onboard,10900000
HP Elitebook 840 G9 i7 1255u/ 16GB/256GB like new,Hp,Core i7,16,256,Onboard,10900000
Apple MacBook Pro i5 13.3 inch 8GB/128gb,Apple,Core i5,8,128,Apple GPU,3800000
Asus Expertbook P5405CSA Core Ultra 5 16GB/512GB,Asus,Core Ultra 5,16,512,Onboard,12650000
Asus Zenbook 17 Fold OLED i7-1250U 16GB/1TB,Asus,Core i7,16,1024,Onboard,39800000
Clevo NV40MZ i7-1165G7 8GB/256GB,Khác,Core i7,8,256,Onboard,7500000
Dell Latitude 3420 i5-1135G7 14 inch 8GB/256GB,Dell,Core i5,8,256,Onboard,6800000
Surface Laptop Go i5-1035G1 /16GB/256GB like new,Surface,Core i5,16,256,Onboard,8500000
HP EliteBook 840 G8 i5 16GB/256GB,Hp,Core i5,16,256,Onboard,7900000
Nitro V16 | R5-8645HS/16G/1TB/RTX 4050,Khác,Ryzen 5,16,1024,NVIDIA Card Rời,20990000
"LAPTOP HP 15AY (I7-7500U/ 8GB/ SSD 256GB/ 15.6""HD)",Hp,Core i7,8,256,Onboard,5700000
"Microsoft Surface Book 3 i5, 13.3 inch 8GB/256GB",Surface,Core i5,8,256,Onboard,10900000
Nec Lavie GN186 + i7 + Ram 16gb + Ssd 256gb + Đen,Khác,Core i7,16,256,Onboard,6500000
HP 240 G10 core i5-1334U/16GB/512GB/14 inh fullhd,Hp,Core i5,16,512,Onboard,9950000
✅MacBook Air M1 Ram 16G/ SSD 256G (Pin Zin 90%) !,Apple,Apple M-Series,16,256,Apple GPU,13900000
Sony Vaio i5 Gen 10 /ram 16GB/256GB mạnh,Khác,Core i5,16,256,Onboard,5800000
Asus TUF FX506 i5-11400H/8GB/512GB/RTX 3050 4GB,Asus,Core i5,8,512,NVIDIA Card Rời,12500000
Apple MacBook Pro 2020 i5 8GB/256GB,Apple,Core i5,8,256,Apple GPU,9900000
Dell Inspiron 5491 i5 8GB/256GB,Dell,Core i5,8,256,Onboard,6900000
Lenovo Thinkpad E14 R7 5700U 14 inch 24GB/512GB,Lenovo,Ryzen 7,24,512,Onboard,9000000
Acer Core I3 12th 15.6 inch 8GB/256GB,Acer,Core i3,8,256,Onboard,5800000
"ZenBook Flip 14, i7-1360P,16G,512G,2.8K OLED TOUCH",Khác,Core i7,16,512,Onboard,18900000
Surface Pro 9 i5 8GB/256GB màu xanh siêu nice,Surface,Core i5,8,256,Onboard,15000000
Laptop Asus Vivobook i7-1355U/16G/512G NEW HÃNG24T,Asus,Core i7,16,512,Onboard,15500000
Apple Macbook Pro i9 16GB/1TB Xám,Apple,Core i9,16,1024,Apple GPU,14500000
HP Elite Dragonfly g2 i7-1185G7 16GB/512GB,Hp,Core i7,16,512,Onboard,9900000
Lenovo ThinkPad X13 Gen 2 i5-1145G7 8GB/256GB,Lenovo,Core i5,8,256,Onboard,7600000
Lenovo ThinkPad T490s i7 14 inch 16GB/256GB,Lenovo,Core i7,16,256,Onboard,5500000
Lenovo Ideapad 5 2in1 Ryzen 7 8845HS 16G 512G FHD+,Lenovo,Ryzen 7,16,512,Onboard,13500000
Lenovo Thinkpad T480 i5 -th8 -14 inch 8GB/128GB,Lenovo,Core i5,8,128,Onboard,4200000
Apple MacBook Air 2020 i5 8GB/512GB,Apple,Core i5,8,512,Apple GPU,6000000
Fujitsu nhật i5-1145G7 Ram 8gb SSD 256Gb nhỏ gọn,Khác,Core i5,8,256,Onboard,5700000
"MÁY TRẠM THINKPAD P52s i7, 32gb, 512gb, vga P500",Khác,Core i7,32,512,Onboard,10800000
HP Pavilion Aero 13 Ryzen 7 7735U/16G/512G Đẹp,Hp,Ryzen 7,16,512,Onboard,11600000
Dell N5570 i5-8250U 15.6 inch 8GB/128GB,Dell,Core i5,8,128,Onboard,5200000
Asus Core I3 8TH 8GB/256GB 15.6 inch,Asus,Core i3,8,256,Onboard,5000000
Dell 15 DC15250 i5-1334U 15.6 inch 8GB/512GB,Dell,Core i5,8,512,Onboard,10500000
Dell Latitude 5450 Core Ultra 7 14 inch 16GB/512GB,Dell,Core Ultra 7,16,512,Onboard,12500000
Dell Precision 3580 i7-1370P 16GB/512GB,Dell,Core i7,16,512,Onboard,12500000
Huawei MateBook E i3 12.6 inch 8GB/128GB,Khác,Core i3,8,128,Onboard,7050000
ASUS Vivobook A415EA i3-1125G4 4GB/256GB,Asus,Core i3,4,256,Onboard,4300000
HP 340s G7 i3 Gen 10 4GB/256GB viền mỏng - gọn nhẹ,Hp,Core i3,4,256,Onboard,3490000
Thinkbook 14 14”FHD i7 11th 8G ssd 256G pin 3H,Khác,Core i7,8,256,Onboard,7900000
Dell V5401 14”FHD i5 10th 8G ssd 256G pin 3H nhôm,Dell,Core i5,8,256,Onboard,7100000
Macbook Air 2017 13.3” core i5 8G ssd 128G pin 2H,Apple,Core i5,8,128,Apple GPU,4300000
